sample_num,dna_sample,dna_id,soil_stress,soil_let,soil_type,microbe_type,nickel,drought,tray,growth (8.8.2018),growth (8.15.2018),pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,amt.gem,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.num.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let
378,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,5,12/15/18,.,1,4.5,4,8/22/18,2,2,7.5,7,8/29/18,4,14.5,15,10/22/18,2,8,8,9/3/18,2,8,11,9/10/18,2,8,13,9/24/18,2,8,13,9/17/18,2,8.5,15,10/1/18,3,8,13,10/8/18,3,12,14,10/15/18,4,14.5,11,11/12/18,4,14.5,10,11/19/18,.,.,.,11/26/18,
379,146D379,146,NS,D,nonserpentine,serpentine,no,no,3,yes,yes,4,11/17/18,7/27/19,1,4.5,4,8/22/18,1,2,5.5,6,8/29/18,.,.,.,10/22/18,2,6.5,7,9/3/18,2,7.5,9,9/10/18,2,7.5,12,9/24/18,2,7.5,9,9/17/18,3,8,13,10/1/18,3,9,14,10/8/18,4,10.5,13,10/15/18,4,12.5,10,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,379D
380,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,4,11/17/18,.,1,5.5,6,8/22/18,2,2,6,7,8/29/18,4,17,13,10/22/18,2,6,9,9/3/18,2,7,10,9/10/18,3,6.5,15,9/24/18,2,6.5,12,9/17/18,3,6,15,10/1/18,3,11,14,10/8/18,4,16.5,13,10/15/18,4,17,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,380D
381,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,3,10/21/18,.,1,4,4,8/22/18,3,2,5,6,8/29/18,.,.,.,10/22/18,2,6.5,9,9/3/18,2,7.5,10,9/10/18,2,8.5,15,9/24/18,2,8,13,9/17/18,2,8.5,15,10/1/18,2,9,17,10/8/18,3,9.5,17,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,381D
382,.,.,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,5,12/15/18,.,1,6.5,6,8/22/18,1,2,7.5,8,8/29/18,.,.,.,10/22/18,2,8,10,9/3/18,2,8,14,9/10/18,2,9.5,17,9/24/18,2,8,14,9/17/18,3,11,17,10/1/18,3,11.5,17,10/8/18,4,18.5,19,10/15/18,4,19.5,15,11/12/18,4,19,13,11/19/18,.,.,.,11/26/18,
383,.,.,NS,D,nonserpentine,serpentine,no,no,9,yes,yes,.,.,.,1,7,6,8/22/18,1,2,7.5,7,8/29/18,4,19,12,10/22/18,2,7.5,9,9/3/18,2,7,10,9/10/18,3,7,12,9/24/18,2,7,10,9/17/18,3,8,13,10/1/18,3,10.5,13,10/8/18,4,17.5,12,10/15/18,4,19,9,11/12/18,4,18,5,11/19/18,.,.,.,11/26/18,
384,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,3,10/21/18,.,1,6,6,8/22/18,4,2,7,7,8/29/18,.,.,.,10/22/18,2,7,8,9/3/18,2,7,12,9/10/18,2,8,14,9/24/18,2,7,14,9/17/18,2,9.5,13,10/1/18,3,11,16,10/8/18,3,11.5,17,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,384D
385,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,no,no,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
386,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,4,11/17/18,.,1,8,6,8/22/18,1,2,8.5,9,8/29/18,4,16,17,10/22/18,2,9,11,9/3/18,2,8.5,13,9/10/18,2,9,17,9/24/18,2,9,15,9/17/18,3,10,14,10/1/18,3,10,19,10/8/18,3,11,19,10/15/18,4,18.5,16,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,386E
387,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,.,1,5.5,5,8/22/18,1,2,6,7,8/29/18,.,.,.,10/22/18,2,9,9,9/3/18,2,10,11,9/10/18,2,10,14,9/24/18,2,10.5,13,9/17/18,3,10,16,10/1/18,3,11,15,10/8/18,3,17,17,10/15/18,4,19,13,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,387E
388,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,8,yes,yes,4,11/17/18,.,1,6,6,8/22/18,5,2,8,6,8/29/18,4,19.5,16,10/22/18,2,8,9,9/3/18,2,8,11,9/10/18,2,8,15,9/24/18,2,8,12,9/17/18,3,9.5,16,10/1/18,3,12.5,15,10/8/18,4,18,16,10/15/18,4,20,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,388E
389,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,4,11/17/18,.,1,7,6,8/22/18,2,2,9,8,8/29/18,3,17,15,10/22/18,2,9.5,9,9/3/18,2,9.5,11,9/10/18,2,9.5,16,9/24/18,2,9.5,12,9/17/18,2,9.5,15,10/1/18,3,10,17,10/8/18,3,10,17,10/15/18,4,23,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
390,105E390,105,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,4/10/19,1,4.5,4,8/22/18,1,2,6.5,6,8/29/18,.,.,.,10/22/18,2,7.5,7,9/3/18,2,9,10,9/10/18,2,9,15,9/24/18,2,9,12,9/17/18,2,9.5,18,10/1/18,3,10,18,10/8/18,3,12,17,10/15/18,4,19,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,390E
391,109E391,109,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,4/15/19,1,6.5,6,8/22/18,2,2,8.5,7,8/29/18,.,.,.,10/22/18,2,8.5,9,9/3/18,2,9,12,9/10/18,3,9,14,9/24/18,2,9,12,9/17/18,,,,10/1/18,4,16,15,10/8/18,4,20.5,14,10/15/18,4,20,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
392,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,.,1,5.5,4,8/22/18,1,2,7,7,8/29/18,.,.,.,10/22/18,2,7.5,8,9/3/18,2,8,12,9/10/18,2,8,14,9/24/18,2,8,13,9/17/18,,,,10/1/18,3,9.5,15,10/8/18,3,10,17,10/15/18,4,18.5,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
393,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,.,.,.,1,4.5,4,8/22/18,4,2,6.5,6,8/29/18,.,.,.,10/22/18,2,7.5,7,9/3/18,2,8,11,9/10/18,2,7.5,15,9/24/18,2,8,12,9/17/18,,,,10/1/18,3,10,17,10/8/18,3,13,17,10/15/18,4,19,11,11/12/18,4,18.5,13,11/19/18,.,.,.,11/26/18,
394,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,8,yes,yes,.,.,.,1,4.5,4,8/22/18,5,2,6,5,8/29/18,.,.,.,10/22/18,2,7.5,7,9/3/18,2,9.5,9,9/10/18,2,9,13,9/24/18,2,8,10,9/17/18,,,,10/1/18,3,10.5,14,10/8/18,3,11,14,10/15/18,4,13.5,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
395,110E395,110,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,4/15/19,1,5.5,4,8/22/18,4,2,6,6,8/29/18,4,12.5,16,10/22/18,2,7.5,7,9/3/18,2,8,10,9/10/18,2,9,11,9/24/18,2,9.5,12,9/17/18,,,,10/1/18,3,10.5,14,10/8/18,3,11,15,10/15/18,4,13.5,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
396,106E396,106,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,4/10/19,1,5.5,5,8/22/18,1,2,8,7,8/29/18,.,.,.,10/22/18,2,8,8,9/3/18,2,9.5,11,9/10/18,2,9,15,9/24/18,2,9.5,12,9/17/18,,,,10/1/18,3,10,13,10/8/18,3,16,15,10/15/18,4,18.5,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
397,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,.,.,.,1,6,7,8/22/18,3,2,6.5,8,8/29/18,3,10,14,10/22/18,2,7.5,10,9/3/18,2,7,12,9/10/18,2,7.5,14,9/24/18,2,7,13,9/17/18,2,8,16,10/1/18,2,8,17,10/8/18,3,9.5,20,10/15/18,4,10.5,17,11/12/18,5,.,.,11/19/18,.,.,.,11/26/18,
398,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,3,yes,yes,4,11/17/18,.,1,6,4,8/22/18,1,2,8,6,8/29/18,.,.,.,10/22/18,2,8.5,7,9/3/18,2,8.5,10,9/10/18,2,8.5,12,9/24/18,2,8.5,11,9/17/18,,,,10/1/18,3,9,14,10/8/18,5,9.5,14,10/15/18,4,16,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
399,111E399,111,NS+Ni,E,nonserpentine,serpentine,yes,no,8,yes,yes,4,11/17/18,4/15/19,1,5,4,8/22/18,5,2,5,7,8/29/18,4,14,17,10/22/18,2,8,9,9/3/18,2,8.5,11,9/10/18,2,8,15,9/24/18,2,9,13,9/17/18,3,9,16,10/1/18,3,11,17,10/8/18,3,10,18,10/15/18,4,14,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,399E
400,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,8,yes,yes,4,11/17/18,.,1,4,4,8/22/18,3,2,6,7,8/29/18,4,18,18,10/22/18,2,6,9,9/3/18,2,8,10,9/10/18,2,8.5,15,9/24/18,2,8,16,9/17/18,,,,10/1/18,3,9.5,17,10/8/18,3,11,17,10/15/18,4,19.5,10,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,400E
401,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,4,11/17/18,.,1,6,6,8/22/18,2,2,8,9,8/29/18,3,14.5,19,10/22/18,2,9,10,9/3/18,2,9,13,9/10/18,2,8.5,18,9/24/18,2,8.5,16,9/17/18,3,6.5,18,10/1/18,3,10,18,10/8/18,3,11,21,10/15/18,4,14.5,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
402,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,8,no,no,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,,,,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
403,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,4,11/17/18,.,1,6.5,6,8/22/18,2,2,7,7,8/29/18,3,10.5,17,10/22/18,2,8,8,9/3/18,2,7.5,11,9/10/18,2,8.5,14,9/24/18,2,8.5,12,9/17/18,2,8,14,10/1/18,3,10,15,10/8/18,3,10.5,19,10/15/18,4,17,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
404,103E404,103,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,4,11/17/18,4/10/19,1,5,7,8/22/18,3,2,5.5,9,8/29/18,3,9.5,19,10/22/18,2,6,11,9/3/18,2,6,13,9/10/18,2,6.5,17,9/24/18,2,6,15,9/17/18,2,7,16,10/1/18,3,8.5,18,10/8/18,3,9.5,19,10/15/18,4,16,16,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
405,.,.,NS+Ni,E,nonserpentine,serpentine,yes,no,2,yes,yes,4,11/17/18,.,1,7,7,8/22/18,1,2,8,9,8/29/18,3,11.5,17,10/22/18,2,8,11,9/3/18,2,8,14,9/10/18,2,8,16,9/24/18,2,8,15,9/17/18,3,9.5,18,10/1/18,3,11,17,10/8/18,3,11.5,18,10/15/18,4,22.5,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,405E
406,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,4,10/21/18,.,1,5,4,8/22/18,4,1,7.5,5,8/29/18,.,.,.,10/22/18,2,7.5,7,9/3/18,2,7.5,9,9/10/18,2,7.5,13,9/24/18,2,7.5,13,9/17/18,3,8,11,10/1/18,3,8.5,13,10/8/18,4,8,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
407,91F407,91,NS+Drought,F,nonserpentine,serpentine,no,yes,8,yes,yes,4,10/21/18,4/8/19,1,5.5,6,8/22/18,1,2,6.5,10,8/29/18,.,.,.,10/22/18,2,7,11,9/3/18,2,8,15,9/10/18,2,8,19,9/24/18,2,8,17,9/17/18,3,8,20,10/1/18,3,8,18,10/8/18,3,8,18,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
408,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,10/21/18,.,1,7,6,8/22/18,2,2,7.5,9,8/29/18,.,.,.,10/22/18,2,7,10,9/3/18,2,8,12,9/10/18,3,7,12,9/24/18,2,7.5,13,9/17/18,,,,10/1/18,4,10,15,10/8/18,4,10,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,408F
409,63F409,63,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,4,10/21/18,3/20/19,1,4,4,8/22/18,1,1,4.5,4,8/29/18,.,.,.,10/22/18,2,4.5,5,9/3/18,2,6,8,9/10/18,2,6.5,11,9/24/18,2,7,9,9/17/18,,,,10/1/18,2,7.5,15,10/8/18,3,7,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,409F
410,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,,,,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
411,64F411,64,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,4,10/21/18,3/20/19,1,5.5,6,8/22/18,2,2,8,6,8/29/18,.,.,.,10/22/18,2,8,8,9/3/18,2,9,11,9/10/18,2,8.5,16,9/24/18,2,8.5,12,9/17/18,3,9,14,10/1/18,3,10,11,10/8/18,3,9,10,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,411F
412,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,4,10/21/18,.,1,4,4,8/22/18,2,1,5.5,5,8/29/18,.,.,.,10/22/18,2,6.5,7,9/3/18,2,7.5,9,9/10/18,2,8,11,9/24/18,2,8,11,9/17/18,3,9.5,12,10/1/18,3,9,12,10/8/18,4,9.5,13,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
413,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,.,.,.,1,4,4,8/22/18,1,2,5.5,6,8/29/18,5,9,16,10/22/18,2,6,7,9/3/18,2,7.5,11,9/10/18,2,8.5,14,9/24/18,2,8,14,9/17/18,,,,10/1/18,3,8.5,14,10/8/18,3,8,14,10/15/18,5,5.5,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
414,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
415,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,10/21/18,.,1,5,6,8/22/18,2,2,6.5,7,8/29/18,.,.,.,10/22/18,2,6.5,9,9/3/18,2,7,11,9/10/18,2,8.5,15,9/24/18,2,7,13,9/17/18,3,9.5,15,10/1/18,3,10,16,10/8/18,3,10,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
416,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,8,yes,yes,4,10/21/18,.,1,5,4,8/22/18,2,2,6.5,7,8/29/18,.,.,.,10/22/18,2,7.5,8,9/3/18,2,8.5,12,9/10/18,2,8,14,9/24/18,2,8,14,9/17/18,3,9,15,10/1/18,3,4.5,17,10/8/18,3,8.5,16,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
417,33F417,33,NS+Drought,F,nonserpentine,serpentine,no,yes,8,yes,yes,4,10/21/18,2/25/19,1,6,6,8/22/18,3,2,6,8,8/29/18,.,.,.,10/22/18,2,6.5,10,9/3/18,2,6.5,12,9/10/18,2,7.5,16,9/24/18,2,6,15,9/17/18,,,,10/1/18,3,8,17,10/8/18,4,7.5,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,417F
418,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,10/21/18,.,1,5.5,4,8/22/18,5,2,7.5,7,8/29/18,.,.,.,10/22/18,2,8,8,9/3/18,2,8.5,12,9/10/18,3,8,13,9/24/18,2,8.5,12,9/17/18,3,8,13,10/1/18,4,8,12,10/8/18,4,6,13,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,418F
419,30F419,30,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,11/17/18,2/22/19,1,6,5,8/22/18,2,2,6.5,7,8/29/18,4,9,14,10/22/18,2,7,8,9/3/18,2,7.5,10,9/10/18,3,8.5,13,9/24/18,2,7,12,9/17/18,,,,10/1/18,4,10,13,10/8/18,4,10,12,10/15/18,5,9,8,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,419E
420,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,8,no,no,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
421,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,10/21/18,.,1,7,7,8/22/18,2,2,7.5,9,8/29/18,.,.,.,10/22/18,2,7.5,9,9/3/18,2,6.5,9,9/10/18,3,6.5,13,9/24/18,2,7,12,9/17/18,4,8,11,10/1/18,4,11,16,10/8/18,4,11,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,421F
422,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,10/21/18,.,1,6.5,6,8/22/18,3,2,7,8,8/29/18,.,.,.,10/22/18,2,7.5,9,9/3/18,2,7.5,14,9/10/18,3,7.5,14,9/24/18,2,7.5,15,9/17/18,,,,10/1/18,4,7,16,10/8/18,4,7,17,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
423,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,4,10/21/18,.,1,4.5,5,8/22/18,1,2,6.5,6,8/29/18,.,.,.,10/22/18,2,7.5,7,9/3/18,2,8,11,9/10/18,3,9,13,9/24/18,2,8.5,13,9/17/18,3,10,12,10/1/18,4,10,12,10/8/18,4,10,12,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
424,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,3,yes,yes,.,.,.,1,4,6,8/22/18,2,2,5.5,7,8/29/18,3,7,16,10/22/18,2,5,8,9/3/18,2,5.5,11,9/10/18,2,6,14,9/24/18,2,5.5,12,9/17/18,,,,10/1/18,3,7.5,14,10/8/18,4,7.5,16,10/15/18,5,6,5,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
425,31F425,31,NS+Drought,F,nonserpentine,serpentine,no,yes,8,yes,yes,4,10/21/18,2/25/19,1,4.5,4,8/22/18,6,2,6.5,6,8/29/18,.,.,.,10/22/18,2,7,7,9/3/18,2,8.5,11,9/10/18,2,9.5,12,9/24/18,2,8.5,11,9/17/18,2,9.5,13,10/1/18,3,9,13,10/8/18,3,7,13,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,425F
426,.,.,NS+Drought,F,nonserpentine,serpentine,no,yes,2,yes,yes,4,10/21/18,.,1,6.5,6,8/22/18,2,2,7.5,8,8/29/18,.,.,.,10/22/18,2,7.5,10,9/3/18,2,8,12,9/10/18,3,7.5,14,9/24/18,2,8,14,9/17/18,3,8,15,10/1/18,4,8.5,17,10/8/18,4,8.5,16,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
427,1A427,1,S,A,serpentine,serpentine,.,.,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
428,13A428,13,S,A,serpentine,serpentine,.,.,.,.,.,0,7/13/18,2/11/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
429,7A429,7,S,A,serpentine,serpentine,.,.,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
430,2B430,2,NS,B,nonserpentine,nonserpentine,.,.,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
431,8B431,8,NS,B,nonserpentine,nonserpentine,.,.,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
432,14B432,14,NS,B,nonserpentine,nonserpentine,.,.,.,.,.,0,7/13/18,2/11/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
433,3C433,3,S,C,serpentine,nonserpentine,.,.,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
434,9C434,9,S,C,serpentine,nonserpentine,.,.,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
435,15C435,15,S,C,serpentine,nonserpentine,.,.,.,.,.,0,7/13/18,2/11/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
436,4D436,4,NS,D,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
437,10D437,10,NS,D,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
438,16D438,16,NS,D,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/11/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
439,5E439,5,NS+Ni,E,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
440,11E440,11,NS+Ni,E,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
441,17E441,17,NS+Ni,E,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/11/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
442,6F442,6,NS+Drought,F,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/1/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
443,12F443,12,NS+Drought,F,nonserpentine,serpentine,.,.,.,.,.,0,7/13/18,2/8/19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
